
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,Force,1,13.501051524902982,13.282253299023292,13.391652411963136,1183.945568355453,1190.4372331377172,6.491664782264252

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,Distance,1,7.537672070949384,7.453424122308228,7.495548096628806,1096.5652727235642,1104.3404229758542,7.7751502522899045
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,Distance,2,8.06142154259987,7.894790811657975,7.978106177128923,1105.117968975273,1111.524388110195,6.406419134922089
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,Distance,3,13.52329666965237,13.31294389047688,13.418120280064624,1184.1677373154544,1190.7012177803697,6.533480464915328

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,,0,,,,,,
20240823-101529 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_2-1r,reverse,Distance,1,13.52329666965237,13.31294389047688,13.418120280064624,1184.1677373154544,1190.7012177803697,6.533480464915328
